comment_text,comment_author,comment_author_url,comment_author_image,comment_published_at,comment_published_at_unix,comment_like_count,comment_id,comment_parent_id,comment_sentiment
He’s killing the social media game !,James Bradley,http://www.youtube.com/channel/UCmw3lvrtr2jYw3vZR4C80Hg,https://yt3.ggpht.com/l6My-PUwQhZBo_QyfDJZ-RMNXU0Hbf_aLdTmZmCbnyB4etpyJm7dg7Ek6vHwvzYBZ8coREV3=s48-c-k-c0x00ffffff-no-rj,2023-03-18T08:11:02Z,1679123462,5,UgxmgEOuMAaK4SQGhWR4AaABAg,UgxmgEOuMAaK4SQGhWR4AaABAg,0
"@bbb888 rip, Alex is behind the curve.",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-29T13:53:40Z,1680090820,0,UgxmgEOuMAaK4SQGhWR4AaABAg.9nO_oTh4z4z9nqWl_s5imO,UgxmgEOuMAaK4SQGhWR4AaABAg,0
I dont see him on MySpace or MSN tho....,bbb888,http://www.youtube.com/channel/UCG9wCY0g1zQV4GtKgMmpoKg,https://yt3.ggpht.com/ilpFGoNWvVJxXD_jPYW1dMjJ2UOAaHzZl9-QKYFp8v78iIk7xkSjVYOO3ru7d4BLJdjzAEIvxg=s48-c-k-c0x00ffffff-no-rj,2023-03-29T02:10:01Z,1680048601,1,UgxmgEOuMAaK4SQGhWR4AaABAg.9nO_oTh4z4z9npGF-7VUfo,UgxmgEOuMAaK4SQGhWR4AaABAg,0
Oh no doubt.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-18T15:25:40Z,1679149540,1,UgxmgEOuMAaK4SQGhWR4AaABAg.9nO_oTh4z4z9nPMYpY8saz,UgxmgEOuMAaK4SQGhWR4AaABAg,0
"Just wanna say the quality of the video is excellent, well done 💪🏽 keep it up and youll have a huge following",Pali-Yoda ,http://www.youtube.com/channel/UCAA1nDZgZKArG7tgBh3IvWA,https://yt3.ggpht.com/ytc/AGIKgqP1UxKgRXktMoPVfDQLFk-kCyEPxtQNHGvoGpBZd5Fvgy1D4xw0dw5g_mIwQBoC=s48-c-k-c0x00ffffff-no-rj,2023-03-24T20:36:52Z,1679686612,0,Ugyc_1TgtsPJLzIsJ0R4AaABAg,Ugyc_1TgtsPJLzIsJ0R4AaABAg,0
I appreciate it 🫡 thanks!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-24T21:12:25Z,1679688745,0,Ugyc_1TgtsPJLzIsJ0R4AaABAg.9neMwO99l5x9neR-pP_ar9,Ugyc_1TgtsPJLzIsJ0R4AaABAg,0
Great vid. Happy your uncle is doing well,CJ Jones,http://www.youtube.com/channel/UCNBQt6dKi0RM_w8tmh61IhQ,https://yt3.ggpht.com/ytc/AGIKgqNPURxJCQ2lWJ1pAXlYE-Pr0h_jbW5vwG9U7g=s48-c-k-c0x00ffffff-no-rj,2023-03-31T01:20:30Z,1680218430,0,UgxpRJqtX-fzxRA4_DJ4AaABAg,UgxpRJqtX-fzxRA4_DJ4AaABAg,0
Good amount of research my dude. Love the take.,GLHFVlogs,http://www.youtube.com/channel/UCRGjbcxTnpPeIaBpK6MWkmg,https://yt3.ggpht.com/EJBAEBkRNFqLPC8wYMBHpObcoJcLYk-klHrR8P-TGePZqJRbknAdtboxx3qDnbrCFBOFgQrj=s48-c-k-c0x00ffffff-no-rj,2023-03-19T12:28:30Z,1679225310,1,UgwsQH5DFqfxNZACpmd4AaABAg,UgwsQH5DFqfxNZACpmd4AaABAg,0
Thanks Cody.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-19T23:28:11Z,1679264891,0,UgwsQH5DFqfxNZACpmd4AaABAg.9nRc404U41J9nSnZkm4KxV,UgwsQH5DFqfxNZACpmd4AaABAg,0
"Sheesh, this was much needed. You’ve got a good delivery. Thanks for this content",Abdel Jalil,http://www.youtube.com/channel/UCjgjmHIA0ogKaKPG4c5gcdQ,https://yt3.ggpht.com/ytc/AGIKgqOI4DHCdjcrBz8YywSxQyv6s3ZC3SkevizJ0-dozg=s48-c-k-c0x00ffffff-no-rj,2023-03-18T23:31:30Z,1679178690,1,UgwSZRUBsbxiYr2kJnR4AaABAg,UgwSZRUBsbxiYr2kJnR4AaABAg,0
Thank you sir.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-19T23:27:07Z,1679264827,0,UgwSZRUBsbxiYr2kJnR4AaABAg.9nQE9A7VPdo9nSnRuNkk0m,UgwSZRUBsbxiYr2kJnR4AaABAg,0
"I got some value from this video, so I subscribed, and I’m looking forward to future content.",Dan Jenkins,http://www.youtube.com/channel/UCxuaVt2-EV_ZAw7piJlGU5A,https://yt3.ggpht.com/ytc/AGIKgqNHhomJOx3DKErpR6J36WOEKTLNaNf6cFSTUbt-=s48-c-k-c0x00ffffff-no-rj,2023-03-30T17:50:54Z,1680191454,0,UgyvI6v5l6NQlJLcOGZ4AaABAg,UgyvI6v5l6NQlJLcOGZ4AaABAg,0
Thanks Dan!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-30T18:14:57Z,1680192897,0,UgyvI6v5l6NQlJLcOGZ4AaABAg.9ntWhyYEquQ9ntZTDZCp5K,UgyvI6v5l6NQlJLcOGZ4AaABAg,0
You’re going far! Loved this video,Trevor's Life Lessons,http://www.youtube.com/channel/UCWsRhXm3c62dwt12XvB6MqQ,https://yt3.ggpht.com/ytc/AGIKgqP41yBgKSf7NOnTh_6m3NbgBHjs7v15phw73B-m=s48-c-k-c0x00ffffff-no-rj,2023-03-21T20:17:04Z,1679426224,0,UgyoTux76Oc-5uNCSWF4AaABAg,UgyoTux76Oc-5uNCSWF4AaABAg,0
Thank you Trevor!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-22T20:56:33Z,1679514993,0,UgyoTux76Oc-5uNCSWF4AaABAg.9nXbHe5PRbw9n_FamyWcO3,UgyoTux76Oc-5uNCSWF4AaABAg,0
Very well done!  Congratulations!  Im subbing just to follow your exponential growth.,Eddie Fernandez,http://www.youtube.com/channel/UCo_HUdvQidNGVATIUSXgVKA,https://yt3.ggpht.com/ytc/AGIKgqMlxEbtHag61sQW2efcdUdvSNfmYc4MRKdypg-BMw=s48-c-k-c0x00ffffff-no-rj,2023-03-18T15:13:38Z,1679148818,2,Ugy2fcvStaALAinsk2N4AaABAg,Ugy2fcvStaALAinsk2N4AaABAg,0
"wow exponential growth, I hope so! Thanks for the sub.",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-18T17:48:47Z,1679158127,0,Ugy2fcvStaALAinsk2N4AaABAg.9nPLAgkSR3o9nPbw5deP0P,Ugy2fcvStaALAinsk2N4AaABAg,0
"I have been deep dive studying Alex Mosey for about a year now as well. Not sure if you came across this nugget yet, but. He learned much of his direct advertisement from Dan Kennedy, through his time with Russell Bronson. If you havent heard of Dan Kennedy yet, get ready to find out where he learned a bunch of the old business marketing from 😉",MassStash ™,http://www.youtube.com/channel/UClbA5T9EbPFanAm1lbPXXJQ,https://yt3.ggpht.com/ytc/AGIKgqMj5UlWouEI9QvqcBaYMc10sYHMN8nqcm6IvaV29a4=s48-c-k-c0x00ffffff-no-rj,2023-03-18T15:07:01Z,1679148421,3,UgyWTgKGUWpq14pkdNR4AaABAg,UgyWTgKGUWpq14pkdNR4AaABAg,0
"Noted, Ill have to check out Dan Kennedy directly, I just started Russell Brunsons Expert Secrets last night and hes mentioned Dan twice so far. Im super excited to continue to learn about this topic as I continue in my career.",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-18T17:46:21Z,1679157981,1,UgyWTgKGUWpq14pkdNR4AaABAg.9nPKQFe3Nky9nPbeHQO2gP,UgyWTgKGUWpq14pkdNR4AaABAg,0
"01st time listening to you and just wondered what you had to say about Alex. I think theres no need to maintain that moustache for you to look matured, youre ripen with lot of knowledge and understanding. Long way to go 👍",Rashmi Tharushi,http://www.youtube.com/channel/UCoqfah7IcFhVlb_W5nw0FNw,https://yt3.ggpht.com/ytc/AGIKgqPJWMR07vtcwq_rB4MrNjEJoFDS1uNjpb38TBd6xQ=s48-c-k-c0x00ffffff-no-rj,2023-04-02T17:14:04Z,1680448444,1,UgzEgDuzoJU6tVJxsKl4AaABAg,UgzEgDuzoJU6tVJxsKl4AaABAg,0
Just getting started!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-04-03T17:40:46Z,1680536446,0,UgzEgDuzoJU6tVJxsKl4AaABAg.9o0AsrL8-NK9o2njIA5SAi,UgzEgDuzoJU6tVJxsKl4AaABAg,0
You are making good content.  I subbed.  I am looking to growing a YouTube cannel as one part of becoming successful.  The other part is investing in stocks and hoping they grow and keep paying dividends.  You made some good points about how its about people and making connections.,lotoex,http://www.youtube.com/channel/UCRndaVa-pMtPtX5P7sNrziQ,https://yt3.ggpht.com/zQyEmrqIHdQZpq6xmdwZnF7v6-cRLFvNtp04tqHdkZGrDBu4xV8ct3GN6up1x5BUfGY7RXUMsw=s48-c-k-c0x00ffffff-no-rj,2023-03-29T21:02:54Z,1680116574,0,Ugz0fzW-wbX2CmkdGw14AaABAg,Ugz0fzW-wbX2CmkdGw14AaABAg,0
Thanks for the sub!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-29T21:06:43Z,1680116803,0,Ugz0fzW-wbX2CmkdGw14AaABAg.9nrHtKqlCPr9nrIKOYuc4v,Ugz0fzW-wbX2CmkdGw14AaABAg,0
Quality content!,Eli Fisher,http://www.youtube.com/channel/UC8-alv2f_56IIsZQ9Oah9YQ,https://yt3.ggpht.com/ytc/AGIKgqN4XGp3oFN4E3YWmGfQWMU3eRNM7lzEb41kdB-zj2w=s48-c-k-c0x00ffffff-no-rj,2023-03-27T16:10:45Z,1679926245,0,UgzqIhPRNuVNWsnpJPV4AaABAg,UgzqIhPRNuVNWsnpJPV4AaABAg,0
Thanks Eli!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-27T23:52:00Z,1679953920,0,UgzqIhPRNuVNWsnpJPV4AaABAg.9nlbrtDn3Ei9nmReDHRIQw,UgzqIhPRNuVNWsnpJPV4AaABAg,0
Old business probably works better now than ever. Imagine a business treating you with respect and kindness that’s like shocking 😂😂😂,Adnan Velic,http://www.youtube.com/channel/UCRn12IXt506WUDW8WggIGVw,https://yt3.ggpht.com/zE49MYbEapRL7wRhvq_JoudL_GeILVFWTmg4DR-i4GVanJTgmg57NCR4WCTr3PyXyRq9q2XFrnA=s48-c-k-c0x00ffffff-no-rj,2023-03-28T12:56:19Z,1680000979,0,UgzBRo6bj48uS1B_9T54AaABAg,UgzBRo6bj48uS1B_9T54AaABAg,0
Dude hahahah it’s funny cause it’s so true lol.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-28T14:19:45Z,1680005985,0,UgzBRo6bj48uS1B_9T54AaABAg.9nnqPept54T9nnzxmxdPhI,UgzBRo6bj48uS1B_9T54AaABAg,0
You are a good storyteller,Victor Chirita,http://www.youtube.com/channel/UCVdzW2dv9eWr7ANHYLY0UJg,https://yt3.ggpht.com/ytc/AGIKgqOYVNb3z_WUgYKR8rAhg1EDhlyyEKvboKOKUQ=s48-c-k-c0x00ffffff-no-rj,2023-03-30T11:56:43Z,1680170203,0,UgxA5vz2ghLlQAUB39F4AaABAg,UgxA5vz2ghLlQAUB39F4AaABAg,0
Thanks Victor!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-30T14:08:10Z,1680178090,0,UgxA5vz2ghLlQAUB39F4AaABAg.9nstAuweXLS9nt7DgH_YpJ,UgxA5vz2ghLlQAUB39F4AaABAg,0
For an unknown YouTuber this video is ridiculously good in terms of production and value,Tristan Walsh,http://www.youtube.com/channel/UCgjHYcd3Y-WQS_VRJshsm1A,https://yt3.ggpht.com/ytc/AGIKgqMJytYnOmG_kv_4HudCCo529GZ24IC2TmyuLA=s48-c-k-c0x00ffffff-no-rj,2023-03-23T10:22:48Z,1679563368,4,Ugz-LMt0WldOf0OFlw54AaABAg,Ugz-LMt0WldOf0OFlw54AaABAg,0
"I appreciate that Tristan, thanks for the comment!",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-23T12:16:24Z,1679570184,2,Ugz-LMt0WldOf0OFlw54AaABAg.9nagrwnHjd_9nats1wts0C,Ugz-LMt0WldOf0OFlw54AaABAg,0
Clearly this type of content is what you need to keep doing for your channel to grow. Maybe do one on another big person,Nove UK,http://www.youtube.com/channel/UCMus04fYv58yzOglq6EmHQA,https://yt3.ggpht.com/ytc/AGIKgqPtApEj4JIaSajRjiagMDQZHu5VxUYtZ2lrHJ21=s48-c-k-c0x00ffffff-no-rj,2023-03-24T02:02:14Z,1679619734,0,UgwqZYl_bklk-ndpwax4AaABAg,UgwqZYl_bklk-ndpwax4AaABAg,0
"Noted, I might have to. Thanks for the recommendation and the comment!",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-24T17:53:33Z,1679676813,0,UgwqZYl_bklk-ndpwax4AaABAg.9ncNNWFPE6X9ne4FAE6Efh,UgwqZYl_bklk-ndpwax4AaABAg,0
Your an impressive young man. I’m sure that this channel is going to blow up! Best of luck.,Tommy Stark,http://www.youtube.com/channel/UCbREq1WeAfiqrbJV1HOp3fQ,https://yt3.ggpht.com/ytc/AGIKgqNVFomPSaWPz3FuEfARH3MXI5T7D7ps0js0KtDT=s48-c-k-c0x00ffffff-no-rj,2023-03-25T14:51:12Z,1679752272,4,UgyDtoyuuV4EzgfGoXB4AaABAg,UgyDtoyuuV4EzgfGoXB4AaABAg,0
"Thanks Tommy, you’re the man!",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-25T22:28:37Z,1679779717,0,UgyDtoyuuV4EzgfGoXB4AaABAg.9ngKAYZTvPz9nh8WlHU2Da,UgyDtoyuuV4EzgfGoXB4AaABAg,0
Amazing analysis. Thanks!,juancacv,http://www.youtube.com/channel/UC0avSdQzqgv5dLhHbVm4WoA,https://yt3.ggpht.com/xEB_omPkNZGG8Sag4A1n2p_U4017k375X7plAnhi230H4RO00O2kYYxwwF1aqkMPOpaQE430_e0=s48-c-k-c0x00ffffff-no-rj,2023-03-28T23:40:45Z,1680039645,0,Ugxo8Qchnee92_eL8cN4AaABAg,Ugxo8Qchnee92_eL8cN4AaABAg,0
Thank you sir!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-28T23:49:51Z,1680040191,0,Ugxo8Qchnee92_eL8cN4AaABAg.9np-9fejHNK9np0CORtYZ4,Ugxo8Qchnee92_eL8cN4AaABAg,0
Really great video and perspective!,Chuck Copenspire | Social Media Marketing,http://www.youtube.com/channel/UC4RWdxJSuIasguMtkVGE8SQ,https://yt3.ggpht.com/e7rEG4Txr25tjUfe2BvnL9epVE4q9OFl--f9qoBpYFXwuup1dCa7IsNY0nxe8d4k0eWLX0lQfmA=s48-c-k-c0x00ffffff-no-rj,2023-03-25T17:55:34Z,1679763334,0,Ugze1nA22XZ5E3Ogft94AaABAg,Ugze1nA22XZ5E3Ogft94AaABAg,0
Thanks Chuck!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-25T22:34:20Z,1679780060,0,Ugze1nA22XZ5E3Ogft94AaABAg.9ngeGtQwP-_9nh9AcF5tJE,Ugze1nA22XZ5E3Ogft94AaABAg,0
Hi quality content. Thank you for putting in the time,danny cobbin,http://www.youtube.com/channel/UCDljtVDnNX1eZ14teuEbyNg,https://yt3.ggpht.com/G6fMkr6QZO39Z6voi0qWSx8Wal3_0cIjy87zHKgfcWStw0Xrft7AipCFWcK0LL3ICaimfTQy=s48-c-k-c0x00ffffff-no-rj,2023-03-24T08:21:00Z,1679642460,0,UgwYnc3TQDHh30nuW_54AaABAg,UgwYnc3TQDHh30nuW_54AaABAg,0
"Thanks Danny, its worth my time I would say!",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-24T17:51:40Z,1679676700,0,UgwYnc3TQDHh30nuW_54AaABAg.9nd2ijIhOuX9ne41O-K_I6,UgwYnc3TQDHh30nuW_54AaABAg,0
Right. It’s why it always bother me when people treat b2b marketing as fundamentally differently from b2c. As if you’re not still trying to make a connection with an person.,Jon Garcia,http://www.youtube.com/channel/UCPhhKXDmFVsAKFyYQGHW6CQ,https://yt3.ggpht.com/ytc/AGIKgqNNfM7GIOaOMmNq9H128tw4i1CbXWgQ3SjEnwx5yw=s48-c-k-c0x00ffffff-no-rj,2023-03-30T17:15:46Z,1680189346,0,UgyTTheuPBsCT50rNU94AaABAg,UgyTTheuPBsCT50rNU94AaABAg,0
Such a great point Jon.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-30T18:14:29Z,1680192869,1,UgyTTheuPBsCT50rNU94AaABAg.9ntSgibhdOb9ntZPmfvrCM,UgyTTheuPBsCT50rNU94AaABAg,0
"Keep it up Peter, great video!",Nestheads,http://www.youtube.com/channel/UC7CRxgMTvbv9bEKK8HJ9xYA,https://yt3.ggpht.com/k7c_moGl2z3zr2lkRJUYxvW7F57x_rA7V_S3IrBgKQfWs8nLNT2uE4JxUDXicV5dSfDRwZfGog=s48-c-k-c0x00ffffff-no-rj,2023-03-24T18:04:30Z,1679677470,0,UgzSS8l35tKUOuR5vjV4AaABAg,UgzSS8l35tKUOuR5vjV4AaABAg,0
"I really appreciate that! Connect with me on LinkedIn, I’d love to learn more about what you’re trying to do!",Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-24T18:49:37Z,1679680177,0,UgzSS8l35tKUOuR5vjV4AaABAg.9ne5VMiBXrn9neAeucjTZt,UgzSS8l35tKUOuR5vjV4AaABAg,0
"@Peter MacDonald Thanks for the kind words 🥹, the project is in “the dip” right now and content like yours is the rocket fuel to keep it going.  Excited to have found you and be able to witness your journey to 7 figure sub count. Keep rolling out content like this and you will have people making a video about you soon 🥳",Nestheads,http://www.youtube.com/channel/UC7CRxgMTvbv9bEKK8HJ9xYA,https://yt3.ggpht.com/k7c_moGl2z3zr2lkRJUYxvW7F57x_rA7V_S3IrBgKQfWs8nLNT2uE4JxUDXicV5dSfDRwZfGog=s48-c-k-c0x00ffffff-no-rj,2023-03-24T18:39:03Z,1679679543,0,UgzSS8l35tKUOuR5vjV4AaABAg.9ne5VMiBXrn9ne9SQrXzT5,UgzSS8l35tKUOuR5vjV4AaABAg,0
Thank you! just checked out your kickstarter. Looks like a really great concept!,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-24T18:06:38Z,1679677598,1,UgzSS8l35tKUOuR5vjV4AaABAg.9ne5VMiBXrn9ne5k5xPxXJ,UgzSS8l35tKUOuR5vjV4AaABAg,0
Great content! Subbed~ looking forward to watching you rise to the top 😎,Tatum Scott,http://www.youtube.com/channel/UCkg1mRE75m9EF5iKqGpHgOg,https://yt3.ggpht.com/ytc/AGIKgqMtrXLjN46eA1rkXB7G1I8MSilcTSAY0FSZkWS24A=s48-c-k-c0x00ffffff-no-rj,2023-03-21T12:48:49Z,1679399329,0,Ugyc4qWn6fWwPuf8TIt4AaABAg,Ugyc4qWn6fWwPuf8TIt4AaABAg,0
Thanks Tatum 😎,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-21T15:55:21Z,1679410521,0,Ugyc4qWn6fWwPuf8TIt4AaABAg.9nWntYyCqKR9nX8KrfNjLs,Ugyc4qWn6fWwPuf8TIt4AaABAg,0
Great video. I was actually hoping for a break down of hermozis account today how much money he made in different business ventures. But this was fantastic.,Hot Sauce,http://www.youtube.com/channel/UCwasR5uA9N61WEBkvHm5mZw,https://yt3.ggpht.com/c869WkvNBtADpsypRpxtjwOxJS5PNg969qAt1K3bBc1b9JFfpKwqGOJRn-R_4bf7fvkURUxdkw=s48-c-k-c0x00ffffff-no-rj,2023-03-24T03:00:58Z,1679623258,0,UgzmdyB_aWxsYIq3xmN4AaABAg,UgzmdyB_aWxsYIq3xmN4AaABAg,0
@Hot Sauce Thank you sir. I wont let you down.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-24T18:07:13Z,1679677633,0,UgzmdyB_aWxsYIq3xmN4AaABAg.9ncU5eFyiM39ne5oJlfGxh,UgzmdyB_aWxsYIq3xmN4AaABAg,0
@Peter MacDonald I subscribed also. Looking forward to more.,Hot Sauce,http://www.youtube.com/channel/UCwasR5uA9N61WEBkvHm5mZw,https://yt3.ggpht.com/c869WkvNBtADpsypRpxtjwOxJS5PNg969qAt1K3bBc1b9JFfpKwqGOJRn-R_4bf7fvkURUxdkw=s48-c-k-c0x00ffffff-no-rj,2023-03-24T17:55:08Z,1679676908,0,UgzmdyB_aWxsYIq3xmN4AaABAg.9ncU5eFyiM39ne4QqmBszu,UgzmdyB_aWxsYIq3xmN4AaABAg,0
"great video. high quality, keep it up!",Snook,http://www.youtube.com/channel/UC45OWitn6BWG20rxLCL109A,https://yt3.ggpht.com/avqatVfBUHbsZ24xw83ZF7jZJWtEJQYAayT0hihXoluQyZ-uaqguBnJgJzcNV6N2V4x_Rqw7cw=s48-c-k-c0x00ffffff-no-rj,2023-03-21T18:13:47Z,1679418827,0,UgyMJobKLbNB7b4N2HB4AaABAg,UgyMJobKLbNB7b4N2HB4AaABAg,0
Ill try! Thanks for the comment.,Peter MacDonald,http://www.youtube.com/channel/UCazh752ppZQv2YLqtukwb_g,https://yt3.ggpht.com/TX1trtrdyFegzo2jMjF5lnNhS_Hdl0LM4RO5CnOnQQByD9HRTbcdD2HKAtR0wW5Zcj8jcIaM5A=s48-c-k-c0x00ffffff-no-rj,2023-03-22T20:56:47Z,1679515007,0,UgyMJobKLbNB7b4N2HB4AaABAg.9nXOAn7D2vF9n_FcZbaDR4,UgyMJobKLbNB7b4N2HB4AaABAg,0
